RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       100600     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 1973 2159     0     0  con    0  1.0D+00  3.7D-02  2.655D-03  2.473D-02
 1974 2161     0     0  con    1  5.1D-01  1.8D-02  1.317D-02  2.473D-02
 1975 2162     0     0  con    0  1.0D+00  2.5D-02  2.625D-03  2.473D-02
 1976 2163     0     0  con    0  1.0D+00  2.1D-02  5.582D-03  2.473D-02
 1977 2164     0     0  con    0  1.0D+00  1.5D-02  6.294D-03  2.473D-02
 1978 2165     0     0  con    0  1.0D+00  5.2D-02  2.617D-02  2.473D-02
 1979 2166     0     0  con    0  1.0D+00  4.3D-02  1.298D-02  2.473D-02
 1980 2167     0     0  con    0  1.0D+00  8.3D-03  6.602D-03  2.473D-02
 1981 2168     0     0  con    0  1.0D+00  4.3D-03  5.582D-03  2.473D-02
 1982 2169     0     0  con    0  1.0D+00  1.2D-02  7.033D-03  2.473D-02
 1983 2170     0     0  con    0  1.0D+00  6.9D-02  1.329D-02  2.473D-02
 1984 2171     0     0  con    0  1.0D+00  5.8D-02  1.277D-02  2.473D-02
 1985 2172     0     0  con    0  1.0D+00  6.3D-02  1.260D-02  2.473D-02
 1986 2173     0     0  con    0  1.0D+00  7.8D-02  1.725D-02  2.473D-02
 1987 2174     0     0  con    0  1.0D+00  6.6D-02  5.828D-03  2.473D-02
 1988 2175     0     0  con    0  1.0D+00  4.3D-02  6.741D-03  2.473D-02
 1989 2176     0     0  con    0  1.0D+00  9.6D-02  1.930D-02  2.473D-02
 1990 2178     0     0  con    1  5.1D-01  5.5D-03  6.865D-03  2.473D-02
 1991 2179     0     0  con    0  1.0D+00  2.1D-02  7.996D-03  2.473D-02
 1992 2180     0     0  con    0  1.0D+00  1.6D-02  1.039D-02  2.473D-02
 1993 2181     0     0  con    0  1.0D+00  4.0D-02  1.384D-02  2.472D-02
 1994 2182     0     0  con    0  1.0D+00  1.6D-01  7.212D-03  2.472D-02
 1995 2183     0     0  con    0  1.0D+00  3.1D-02  9.965D-03  2.472D-02
 1996 2184     0     0  con    0  1.0D+00  1.9D-02  3.650D-03  2.472D-02
 1997 2185     0     0  con    0  1.0D+00  6.4D-02  2.585D-03  2.472D-02
 1998 2186     0     0  con    0  1.0D+00  1.8D-02  2.677D-02  2.472D-02
 1999 2187     0     0  con    0  1.0D+00  1.5D-02  1.108D-02  2.472D-02
 2000 2188     0     0  con    0  1.0D+00  1.7D-03  4.450D-03  2.472D-02
 2001 2189     0     0  con    0  1.0D+00  7.9D-03  1.490D-02  2.472D-02
 2002 2190     0     0  con    0  1.0D+00  8.5D-03  8.805D-03  2.472D-02
 2003 2192     0     0  con    1  5.0D-01  2.8D-02  2.590D-02  2.472D-02
 2004 2193     0     0  con    0  1.0D+00  4.0D-02  9.569D-03  2.472D-02
 2005 2194     0     0  con    0  1.0D+00  4.9D-02  8.344D-03  2.472D-02
 2006 2195     0     0  con    0  1.0D+00  2.7D-02  9.789D-03  2.472D-02
 2007 2196     0     0  con    0  1.0D+00  9.6D-02  1.206D-02  2.472D-02
 2008 2197     0     0  con    0  1.0D+00  1.6D-01  8.392D-03  2.472D-02
 2009 2198     0     0  con    0  1.0D+00  6.0D-03  1.525D-02  2.472D-02
 2010 2199     0     0  con    0  1.0D+00  5.2D-02  1.331D-02  2.472D-02
 2011 2200     0     0  con    0  1.0D+00  3.6D-02  2.186D-02  2.472D-02
 2012 2201     0     0  con    0  1.0D+00  1.6D-02  9.341D-03  2.472D-02
 2013 2202     0     0  con    0  1.0D+00  4.8D-02  9.410D-03  2.472D-02
 2014 2203     0     0  con    0  1.0D+00  1.1D-01  1.475D-02  2.472D-02
 2015 2205     0     0  con    1  4.7D-01  8.1D-03  9.706D-03  2.472D-02
 2016 2206     0     0  con    0  1.0D+00  1.3D-02  4.817D-03  2.472D-02
 2017 2207     0     0  con    0  1.0D+00  1.6D-02  5.890D-03  2.472D-02
 2018 2208     0     0  con    0  1.0D+00  1.7D-02  8.728D-03  2.472D-02
 2019 2209     0     0  con    0  1.0D+00  2.5D-02  8.748D-03  2.472D-02
 2020 2210     0     0  con    0  1.0D+00  4.3D-02  5.741D-03  2.472D-02
 2021 2211     0     0  con    0  1.0D+00  4.0D-02  1.295D-02  2.472D-02
 2022 2212     0     0  con    0  1.0D+00  2.2D-02  7.396D-03  2.472D-02
 2023 2213     0     0  con    0  1.0D+00  4.0D-02  1.493D-02  2.472D-02
 2024 2214     0     0  con    0  1.0D+00  1.1D-01  3.811D-02  2.472D-02
 2025 2215     0     0  con    0  1.0D+00  4.8D-02  1.979D-02  2.471D-02
 2026 2216     0     0  con    0  1.0D+00  9.3D-02  9.037D-03  2.471D-02
 2027 2217     0     0  con    0  1.0D+00  4.6D-02  1.237D-02  2.471D-02
 2028 2218     0     0  con    0  1.0D+00  1.1D-01  1.373D-02  2.471D-02
 2029 2219     0     0  con    0  1.0D+00  8.3D-02  2.611D-02  2.471D-02
 2030 2220     0     0  con    0  1.0D+00  5.4D-03  1.057D-02  2.471D-02
 2031 2221     0     0  con    0  1.0D+00  1.1D-02  1.124D-02  2.471D-02
 2032 2222     0     0  con    0  1.0D+00  1.5D-02  9.178D-03  2.471D-02
 2033 2223     0     0  con    0  1.0D+00  4.9D-02  3.172D-03  2.471D-02
 2034 2224     0     0  con    0  1.0D+00  8.0D-02  7.201D-03  2.471D-02
 2035 2225     0     0  con    0  1.0D+00  2.7D-02  1.794D-02  2.471D-02
 2036 2226     0     0  con    0  1.0D+00  3.7D-02  1.025D-02  2.471D-02
 2037 2227     0     0  con    0  1.0D+00  2.1D-02  2.333D-02  2.471D-02
 2038 2228     0     0  con    0  1.0D+00  1.5D-02  9.792D-03  2.471D-02
 2039 2229     0     0  con    0  1.0D+00  1.6D-02  2.400D-02  2.471D-02
 2040 2230     0     0  con    0  1.0D+00  1.5D-02  3.185D-02  2.471D-02
 2041 2231     0     0  con    0  1.0D+00  3.5D-02  1.429D-02  2.471D-02
 2042 2233     0     0  con    1  5.1D-01  6.2D-02  3.477D-02  2.471D-02
 2043 2234     0     0  con    0  1.0D+00  5.4D-02  2.370D-02  2.471D-02
 2044 2235     0     0  con    0  1.0D+00  5.7D-02  3.669D-02  2.471D-02
 2045 2236     0     0  con    0  1.0D+00  1.2D-01  3.840D-02  2.471D-02
 2046 2237     0     0  con    0  1.0D+00  1.5D-01  3.637D-02  2.471D-02
 2047 2238     0     0  con    0  1.0D+00  1.3D-01  1.042D-02  2.471D-02
 2048 2239     0     0  con    0  1.0D+00  4.6D-02  1.052D-02  2.470D-02
 2049 2240     0     0  con    0  1.0D+00  4.2D-03  1.295D-02  2.470D-02
 2050 2241     0     0  con    0  1.0D+00  5.3D-02  9.834D-03  2.470D-02
 2051 2244     0     0  con    2  2.6D-01  3.8D-02  1.777D-02  2.470D-02
 2052 2245     0     0  con    0  1.0D+00  7.8D-02  9.507D-03  2.470D-02
 2053 2246     0     0  con    0  1.0D+00  1.1D-01  2.752D-03  2.470D-02
 2054 2247     0     0  con    0  1.0D+00  9.0D-02  3.403D-02  2.470D-02
 2055 2248     0     0  con    0  1.0D+00  9.7D-02  2.897D-02  2.470D-02
 2056 2249     0     0  con    0  1.0D+00  8.7D-02  3.670D-02  2.470D-02
 2057 2250     0     0  con    0  1.0D+00  1.0D-01  4.664D-02  2.470D-02
 2058 2251     0     0  con    0  1.0D+00  1.0D-01  2.406D-02  2.470D-02
 2059 2252     0     0  con    0  1.0D+00  6.9D-02  1.961D-02  2.470D-02
 2060 2253     0     0  con    0  1.0D+00  5.3D-02  5.898D-03  2.470D-02
 2061 2254     0     0  con    0  1.0D+00  4.2D-02  4.072D-02  2.470D-02
 2062 2255     0     0  con    0  1.0D+00  3.2D-02  1.937D-02  2.470D-02
 2063 2256     0     0  con    0  1.0D+00  4.4D-02  8.836D-03  2.470D-02
 2064 2257     0     0  con    0  1.0D+00  7.3D-02  5.984D-03  2.470D-02
 2065 2258     0     0  con    0  1.0D+00  2.7D-02  2.793D-03  2.470D-02
 2066 2260     0     0  con    1  5.0D-01  1.7D-02  9.669D-03  2.470D-02
 2067 2261     0     0  con    0  1.0D+00  3.0D-02  8.186D-03  2.469D-02
 2068 2262     0     0  con    0  1.0D+00  1.4D-02  1.149D-02  2.469D-02
 2069 2263     0     0  con    0  1.0D+00  1.5D-02  8.383D-03  2.469D-02
 2070 2264     0     0  con    0  1.0D+00  6.3D-02  2.426D-02  2.469D-02
 2071 2265     0     0  con    0  1.0D+00  8.7D-02  3.682D-03  2.469D-02
 2072 2266     0     0  con    0  1.0D+00  9.0D-02  6.151D-03  2.469D-02
 2073 2267     0     0  con    0  1.0D+00  1.2D-01  4.654D-02  2.469D-02
 2074 2268     0     0  con    0  1.0D+00  3.8D-02  2.170D-02  2.469D-02
 2075 2269     0     0  con    0  1.0D+00  6.3D-02  6.051D-03  2.469D-02
 2076 2270     0     0  con    0  1.0D+00  1.5D-01  3.442D-02  2.469D-02
 2077 2271     0     0  con    0  1.0D+00  2.1D-01  4.877D-02  2.469D-02
 2078 2272     0     0  con    0  1.0D+00  2.8D-01  5.059D-02  2.469D-02
 2079 2275     0     0  con    2  2.7D-01  7.5D-02  4.196D-02  2.469D-02
 2080 2276     0     0  con    0  1.0D+00  2.7D-01  1.316D-02  2.468D-02
 2081 2277     0     0  con    0  1.0D+00  1.3D-01  2.380D-02  2.468D-02
 2082 2278     0     0  con    0  1.0D+00  1.4D-02  2.060D-02  2.468D-02
 2083 2279     0     0  con    0  1.0D+00  1.3D-02  2.465D-02  2.468D-02
 2084 2280     0     0  con    0  1.0D+00  2.6D-02  2.569D-02  2.468D-02
 2085 2281     0     0  con    0  1.0D+00  7.5D-02  2.716D-02  2.468D-02
 2086 2282     0     0  con    0  1.0D+00  1.0D-01  7.526D-02  2.468D-02
 2087 2283     0     0  con    0  1.0D+00  2.0D-02  3.554D-02  2.468D-02
 2088 2284     0     0  con    0  1.0D+00  3.1D-02  8.659D-03  2.468D-02
 2089 2285     0     0  con    0  1.0D+00  2.4D-02  9.782D-03  2.468D-02
 2090 2286     0     0  con    0  1.0D+00  6.4D-02  1.668D-02  2.468D-02
 2091 2287     0     0  con    0  1.0D+00  1.6D-01  4.516D-02  2.468D-02
 2092 2288     0     0  con    0  1.0D+00  1.3D-02  2.901D-02  2.468D-02
 2093 2289     0     0  con    0  1.0D+00  7.4D-03  1.651D-02  2.468D-02
 2094 2290     0     0  con    0  1.0D+00  1.4D-02  1.196D-02  2.467D-02
 2095 2291     0     0  con    0  1.0D+00  5.8D-02  1.545D-02  2.467D-02
 2096 2293     0     0  con    1  5.2D-01  2.6D-02  1.404D-02  2.467D-02
 2097 2294     0     0  con    0  1.0D+00  4.2D-02  5.523D-03  2.467D-02
 2098 2295     0     0  con    0  1.0D+00  5.9D-03  1.626D-02  2.467D-02
 2099 2296     0     0  con    0  1.0D+00  5.5D-03  1.347D-02  2.467D-02
 2100 2297     0     0  con    0  1.0D+00  1.2D-02  5.573D-03  2.467D-02
 2101 2298     0     0  con    0  1.0D+00  2.6D-02  2.960D-03  2.467D-02
 2102 2299     0     0  con    0  1.0D+00  2.0D-02  6.097D-03  2.467D-02
 2103 2300     0     0  con    0  1.0D+00  4.4D-02  7.215D-03  2.467D-02
 2104 2301     0     0  con    0  1.0D+00  6.1D-02  2.279D-02  2.467D-02
 2105 2302     0     0  con    0  1.0D+00  7.7D-02  1.276D-02  2.467D-02
 2106 2303     0     0  con    0  1.0D+00  3.1D-02  5.762D-03  2.467D-02
 2107 2304     0     0  con    0  1.0D+00  1.8D-02  1.037D-02  2.467D-02
 2108 2305     0     0  con    0  1.0D+00  2.2D-02  1.114D-02  2.467D-02
 2109 2306     0     0  con    0  1.0D+00  1.4D-01  1.412D-02  2.467D-02
 2110 2308     0     0  con    1  5.3D-01  6.8D-02  4.045D-02  2.467D-02
 2111 2309     0     0  con    0  1.0D+00  9.3D-02  1.784D-02  2.467D-02
 2112 2310     0     0  con    0  1.0D+00  2.1D-01  8.293D-03  2.467D-02
 2113 2311     0     0  con    0  1.0D+00  9.0D-02  1.064D-02  2.467D-02
 2114 2312     0     0  con    0  1.0D+00  2.5D-01  1.539D-02  2.466D-02
 2115 2313     0     0  con    0  1.0D+00  2.1D-02  7.285D-03  2.466D-02
 2116 2314     0     0  con    0  1.0D+00  1.9D-02  1.202D-02  2.466D-02
 2117 2315     0     0  con    0  1.0D+00  5.6D-02  4.169D-03  2.466D-02
 2118 2316     0     0  con    0  1.0D+00  6.0D-02  3.292D-03  2.466D-02
 2119 2317     0     0  con    0  1.0D+00  1.2D-01  6.571D-03  2.466D-02
 2120 2318     0     0  con    0  1.0D+00  2.2D-01  6.830D-03  2.466D-02
 2121 2319     0     0  con    0  1.0D+00  2.7D-01  6.645D-02  2.466D-02
 2122 2320     0     0  con    0  1.0D+00  4.3D-02  6.023D-03  2.466D-02
 2123 2321     0     0  con    0  1.0D+00  2.7D-02  1.033D-02  2.466D-02
 2124 2322     0     0  con    0  1.0D+00  1.4D-02  8.139D-03  2.466D-02
 2125 2323     0     0  con    0  1.0D+00  1.8D-01  2.919D-02  2.466D-02
 2126 2324     0     0  con    0  1.0D+00  6.2D-02  2.910D-03  2.466D-02
 2127 2325     0     0  con    0  1.0D+00  3.2D-02  6.322D-03  2.466D-02
 2128 2326     0     0  con    0  1.0D+00  2.6D-02  5.630D-03  2.466D-02
 2129 2327     0     0  con    0  1.0D+00  3.0D-02  1.923D-03  2.466D-02
 2130 2329     0     0  con    1  5.4D-01  1.8D-02  1.141D-02  2.466D-02
 2131 2330     0     0  con    0  1.0D+00  3.4D-03  2.630D-03  2.466D-02
 2132 2331     0     0  con    0  1.0D+00  6.6D-03  2.150D-03  2.466D-02
 2133 2332     0     0  con    0  1.0D+00  6.3D-03  4.090D-03  2.466D-02
 2134 2333     0     0  con    0  1.0D+00  5.9D-03  5.373D-03  2.466D-02
 2135 2337     0     0  con    3  1.5D-01  1.6D-02  1.590D-02  2.466D-02
 2136 2338     0     0  con    0  1.0D+00  1.6D-02  8.287D-03  2.466D-02
 2137 2339     0     0  con    0  1.0D+00  7.1D-02  7.325D-03  2.466D-02
 2138 2343     0     0  con    3  1.5D-01  9.0D-03  1.624D-02  2.465D-02
 2139 2344     0     0  con    0  1.0D+00  5.6D-02  1.686D-02  2.465D-02
 2140 2345     0     0  con    0  1.0D+00  8.3D-02  7.999D-03  2.465D-02
 2141 2346     0     0  con    0  1.0D+00  1.6D-01  8.485D-03  2.465D-02
 2142 2347     0     0  con    0  1.0D+00  2.1D-01  3.332D-02  2.465D-02
 2143 2348     0     0  con    0  1.0D+00  2.4D-02  1.861D-02  2.465D-02
 2144 2349     0     0  con    0  1.0D+00  8.6D-02  1.369D-02  2.465D-02
 2145 2350     0     0  con    0  1.0D+00  1.2D-01  2.214D-02  2.465D-02
 2146 2351     0     0  con    0  1.0D+00  3.4D-01  1.371D-02  2.465D-02
 2147 2354     0     0  con    2  2.9D-01  1.2D-01  4.821D-02  2.465D-02
 2148 2355     0     0  con    0  1.0D+00  4.3D-02  1.667D-02  2.465D-02
 2149 2356     0     0  con    0  1.0D+00  4.9D-02  4.978D-03  2.465D-02
 2150 2357     0     0  con    0  1.0D+00  1.6D-02  5.853D-03  2.465D-02
 2151 2358     0     0  con    0  1.0D+00  1.1D-01  1.213D-02  2.465D-02
 2152 2360     0     0  con    1  4.9D-01  6.0D-02  9.057D-03  2.465D-02
 2153 2361     0     0  con    0  1.0D+00  1.1D-01  7.557D-03  2.464D-02
 2154 2362     0     0  con    0  1.0D+00  6.0D-02  1.899D-02  2.464D-02
 2155 2363     0     0  con    0  1.0D+00  6.0D-02  1.293D-02  2.464D-02
 2156 2364     0     0  con    0  1.0D+00  7.3D-02  7.566D-03  2.464D-02
 2157 2365     0     0  con    0  1.0D+00  4.3D-02  1.211D-02  2.464D-02
 2158 2366     0     0  con    0  1.0D+00  1.8D-02  4.222D-03  2.464D-02
 2159 2367     0     0  con    0  1.0D+00  7.0D-02  1.654D-02  2.464D-02
 2160 2368     0     0  con    0  1.0D+00  6.4D-02  2.421D-02  2.464D-02
 2161 2369     0     0  con    0  1.0D+00  4.1D-02  2.440D-02  2.464D-02
 2162 2370     0     0  con    0  1.0D+00  2.2D-01  1.680D-02  2.464D-02
 2163 2372     0     0  con    1  4.9D-01  1.4D-01  3.910D-02  2.464D-02
 2164 2373     0     0  con    0  1.0D+00  1.7D-01  2.329D-02  2.464D-02
 2165 2374     0     0  con    0  1.0D+00  1.1D-01  2.222D-02  2.464D-02
 2166 2375     0     0  con    0  1.0D+00  1.0D-01  4.216D-02  2.464D-02
 2167 2376     0     0  con    0  1.0D+00  1.0D-01  1.678D-02  2.463D-02
 2168 2377     0     0  con    0  1.0D+00  1.1D-02  7.077D-03  2.463D-02
 2169 2378     0     0  con    0  1.0D+00  2.1D-02  8.555D-03  2.463D-02
 2170 2379     0     0  con    0  1.0D+00  4.4D-02  1.185D-02  2.463D-02
 2171 2381     0     0  con    1  5.2D-01  8.4D-02  5.414D-02  2.463D-02
 2172 2382     0     0  con    0  1.0D+00  2.2D-02  2.772D-02  2.463D-02
 2173 2383     0     0  con    0  1.0D+00  3.1D-02  2.404D-02  2.463D-02
 2174 2384     0     0  con    0  1.0D+00  1.7D-02  3.188D-02  2.463D-02
 2175 2385     0     0  con    0  1.0D+00  3.2D-02  2.253D-02  2.463D-02
 2176 2386     0     0  con    0  1.0D+00  7.9D-02  1.819D-02  2.463D-02
 2177 2387     0     0  con    0  1.0D+00  4.2D-02  7.115D-03  2.463D-02
 2178 2388     0     0  con    0  1.0D+00  1.3D-02  2.246D-02  2.463D-02
 2179 2389     0     0  con    0  1.0D+00  2.2D-02  1.239D-02  2.463D-02
 2180 2390     0     0  con    0  1.0D+00  1.1D-02  2.333D-03  2.463D-02
 2181 2391     0     0  con    0  1.0D+00  2.5D-02  1.077D-02  2.463D-02
 2182 2392     0     0  con    0  1.0D+00  3.7D-02  2.442D-02  2.463D-02
 2183 2393     0     0  con    0  1.0D+00  7.2D-02  1.111D-02  2.463D-02
 2184 2394     0     0  con    0  1.0D+00  4.5D-02  3.335D-02  2.463D-02
 2185 2395     0     0  con    0  1.0D+00  1.1D-02  8.353D-03  2.463D-02
 2186 2396     0     0  con    0  1.0D+00  6.8D-03  6.475D-03  2.463D-02
 2187 2397     0     0  con    0  1.0D+00  4.5D-03  1.134D-02  2.463D-02
 2188 2398     0     0  con    0  1.0D+00  2.1D-02  1.239D-02  2.463D-02
 2189 2399     0     0  con    0  1.0D+00  4.8D-02  1.857D-02  2.463D-02
 2190 2400     0     0  con    0  1.0D+00  9.6D-02  2.129D-02  2.463D-02
 2191 2401     0     0  con    0  1.0D+00  1.7D-02  8.291D-03  2.463D-02
 2192 2402     0     0  con    0  1.0D+00  7.2D-03  7.514D-03  2.462D-02
 2193 2403     0     0  con    0  1.0D+00  2.2D-02  5.141D-03  2.462D-02
 2194 2404     0     0  con    0  1.0D+00  1.3D-01  8.205D-03  2.462D-02
 2195 2405     0     0  con    0  1.0D+00  8.4D-03  1.385D-02  2.462D-02
 2196 2406     0     0  con    0  1.0D+00  1.7D-02  1.588D-02  2.462D-02
 2197 2407     0     0  con    0  1.0D+00  1.5D-02  5.186D-03  2.462D-02
 2198 2408     0     0  con    0  1.0D+00  2.3D-02  3.972D-03  2.462D-02
 2199 2409     0     0  con    0  1.0D+00  9.8D-03  3.546D-03  2.462D-02
 2200 2410     0     0  con    0  1.0D+00  6.3D-02  3.699D-03  2.462D-02
 2201 2411     0     0  con    0  1.0D+00  1.5D-01  1.219D-02  2.462D-02
 2202 2412     0     0  con    0  1.0D+00  2.4D-01  3.379D-02  2.462D-02
 2203 2413     0     0  con    0  1.0D+00  1.3D-01  1.120D-02  2.462D-02
 2204 2414     0     0  con    0  1.0D+00  8.2D-02  1.682D-02  2.462D-02
 2205 2415     0     0  con    0  1.0D+00  5.8D-02  1.039D-02  2.462D-02
 2206 2416     0     0  con    0  1.0D+00  2.0D-01  2.602D-02  2.462D-02
 2207 2418     0     0  con    1  5.4D-01  5.6D-02  2.340D-02  2.462D-02
 2208 2419     0     0  con    0  1.0D+00  3.2D-02  3.838D-03  2.462D-02
 2209 2420     0     0  con    0  1.0D+00  3.6D-03  5.933D-03  2.462D-02
 2210 2421     0     0  con    0  1.0D+00  5.0D-03  6.451D-03  2.462D-02
 2211 2422     0     0  con    0  1.0D+00  1.7D-02  9.138D-03  2.462D-02
 2212 2423     0     0  con    0  1.0D+00  4.4D-02  1.126D-02  2.462D-02
 2213 2425     0     0  con    1  5.0D-01  1.7D-02  2.727D-03  2.462D-02
 2214 2426     0     0  con    0  1.0D+00  9.7D-02  1.277D-02  2.462D-02
 2215 2427     0     0  con    0  1.0D+00  3.1D-02  4.746D-03  2.462D-02
 2216 2428     0     0  con    0  1.0D+00  2.5D-02  1.608D-02  2.462D-02
 2217 2429     0     0  con    0  1.0D+00  6.2D-02  2.614D-02  2.461D-02
 2218 2430     0     0  con    0  1.0D+00  1.3D-01  1.117D-02  2.461D-02
 2219 2432     0     0  con    1  5.0D-01  1.2D-01  3.165D-02  2.461D-02
 2220 2433     0     0  con    0  1.0D+00  6.4D-02  8.444D-03  2.461D-02
 2221 2434     0     0  con    0  1.0D+00  4.4D-03  8.140D-03  2.461D-02
 2222 2435     0     0  con    0  1.0D+00  3.9D-03  5.488D-03  2.461D-02
 2223 2436     0     0  con    0  1.0D+00  3.0D-02  6.790D-03  2.461D-02
 2224 2437     0     0  con    0  1.0D+00  7.0D-02  1.751D-02  2.461D-02
 2225 2438     0     0  con    0  1.0D+00  9.9D-03  1.054D-02  2.461D-02
 2226 2439     0     0  con    0  1.0D+00  1.5D-02  6.627D-03  2.461D-02
 2227 2440     0     0  con    0  1.0D+00  3.3D-02  3.280D-03  2.461D-02
 2228 2441     0     0  con    0  1.0D+00  1.4D-01  1.806D-02  2.461D-02
 2229 2442     0     0  con    0  1.0D+00  8.5D-02  2.939D-02  2.461D-02
 2230 2443     0     0  con    0  1.0D+00  6.1D-02  1.639D-02  2.461D-02
 2231 2444     0     0  con    0  1.0D+00  1.5D-01  3.763D-02  2.461D-02
 2232 2446     0     0  con    1  5.3D-01  5.6D-02  2.873D-02  2.461D-02
 2233 2447     0     0  con    0  1.0D+00  2.0D-02  1.300D-02  2.461D-02
 2234 2448     0     0  con    0  1.0D+00  7.5D-03  9.835D-03  2.461D-02
 2235 2449     0     0  con    0  1.0D+00  1.4D-02  2.433D-02  2.461D-02
 2236 2450     0     0  con    0  1.0D+00  5.2D-02  3.379D-02  2.461D-02
 2237 2451     0     0  con    0  1.0D+00  1.1D-01  3.132D-02  2.461D-02
 2238 2453     0     0  con    1  5.3D-01  1.6D-01  2.336D-02  2.461D-02
 2239 2454     0     0  con    0  1.0D+00  4.6D-02  1.431D-02  2.461D-02
 2240 2455     0     0  con    0  1.0D+00  4.2D-02  7.799D-03  2.461D-02
 2241 2456     0     0  con    0  1.0D+00  2.8D-02  1.089D-02  2.461D-02
 2242 2457     0     0  con    0  1.0D+00  3.7D-02  1.066D-02  2.460D-02
 2243 2458     0     0  con    0  1.0D+00  6.6D-02  8.643D-03  2.460D-02
 2244 2459     0     0  con    0  1.0D+00  6.4D-02  9.127D-03  2.460D-02
 2245 2462     0     0  con    2  2.9D-01  4.9D-02  2.809D-02  2.460D-02
 2246 2463     0     0  con    0  1.0D+00  1.9D-02  1.515D-02  2.460D-02
 2247 2464     0     0  con    0  1.0D+00  1.9D-02  8.119D-03  2.460D-02
 2248 2465     0     0  con    0  1.0D+00  3.7D-02  1.163D-02  2.460D-02
 2249 2466     0     0  con    0  1.0D+00  7.3D-02  1.056D-02  2.460D-02
 2250 2467     0     0  con    0  1.0D+00  9.8D-02  4.060D-03  2.460D-02
 2251 2469     0     0  con    1  5.3D-01  6.6D-02  2.150D-03  2.460D-02
 2252 2470     0     0  con    0  1.0D+00  1.2D-02  6.301D-03  2.460D-02
 2253 2471     0     0  con    0  1.0D+00  6.1D-03  6.745D-03  2.460D-02
 2254 2472     0     0  con    0  1.0D+00  2.3D-02  4.858D-03  2.460D-02
 2255 2473     0     0  con    0  1.0D+00  6.3D-02  4.756D-03  2.460D-02
 2256 2474     0     0  con    0  1.0D+00  1.7D-01  3.449D-02  2.460D-02
 2257 2475     0     0  con    0  1.0D+00  5.0D-02  6.667D-03  2.460D-02
 2258 2476     0     0  con    0  1.0D+00  7.6D-02  2.570D-02  2.460D-02
 2259 2477     0     0  con    0  1.0D+00  5.0D-02  2.490D-02  2.460D-02
 2260 2478     0     0  con    0  1.0D+00  3.1D-02  1.657D-02  2.460D-02
 2261 2479     0     0  con    0  1.0D+00  2.5D-02  3.833D-03  2.460D-02
 2262 2480     0     0  con    0  1.0D+00  2.3D-02  1.143D-02  2.460D-02
 2263 2481     0     0  con    0  1.0D+00  2.5D-02  1.835D-02  2.460D-02
 2264 2482     0     0  con    0  1.0D+00  4.7D-02  1.729D-02  2.460D-02
 2265 2483     0     0  con    0  1.0D+00  2.7D-02  1.821D-02  2.460D-02
 2266 2484     0     0  con    0  1.0D+00  1.1D-01  3.530D-03  2.460D-02
 2267 2485     0     0  con    0  1.0D+00  2.3D-02  5.173D-03  2.460D-02
 2268 2486     0     0  con    0  1.0D+00  2.1D-02  3.259D-03  2.460D-02
 2269 2489     0     0  con    2  2.9D-01  5.9D-03  2.163D-02  2.460D-02
 2270 2490     0     0  con    0  1.0D+00  5.0D-03  1.299D-02  2.460D-02
 2271 2491     0     0  con    0  1.0D+00  8.7D-03  7.846D-03  2.460D-02
 2272 2492     0     0  con    0  1.0D+00  8.5D-03  1.806D-02  2.460D-02
 2273 2493     0     0  con    0  1.0D+00  1.6D-02  2.254D-02  2.460D-02
 2274 2494     0     0  con    0  1.0D+00  4.2D-02  1.021D-02  2.460D-02
 2275 2496     0     0  con    1  5.3D-01  2.7D-02  1.910D-02  2.460D-02
 2276 2497     0     0  con    0  1.0D+00  3.0D-02  5.319D-03  2.460D-02
 2277 2498     0     0  con    0  1.0D+00  1.2D-02  1.316D-02  2.460D-02
 2278 2499     0     0  con    0  1.0D+00  7.0D-03  1.488D-02  2.460D-02
 2279 2500     0     0  con    0  1.0D+00  1.3D-02  1.066D-02  2.460D-02
 2280 2501     0     0  con    0  1.0D+00  2.0D-02  2.872D-03  2.460D-02
 2281 2502     0     0  con    0  1.0D+00  7.1D-03  6.626D-03  2.460D-02
 2282 2504     0     0  con    1  4.8D-01  1.3D-02  2.007D-02  2.460D-02
 2283 2505     0     0  con    0  1.0D+00  5.0D-03  1.848D-02  2.460D-02
 2284 2506     0     0  con    0  1.0D+00  7.2D-03  1.309D-02  2.460D-02
 2285 2507     0     0  con    0  1.0D+00  1.8D-02  4.301D-03  2.460D-02
 2286 2508     0     0  con    0  1.0D+00  1.6D-02  1.135D-02  2.460D-02
 2287 2509     0     0  con    0  1.0D+00  1.5D-02  7.710D-03  2.460D-02
 2288 2510     0     0  con    0  1.0D+00  6.1D-02  2.317D-02  2.460D-02
 2289 2511     0     0  con    0  1.0D+00  5.3D-02  4.989D-03  2.460D-02
 2290 2512     0     0  con    0  1.0D+00  4.9D-03  6.063D-03  2.460D-02
 2291 2513     0     0  con    0  1.0D+00  1.5D-02  6.305D-03  2.459D-02
 2292 2514     0     0  con    0  1.0D+00  1.8D-02  4.056D-03  2.459D-02
