RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       100600     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  644  725     0     0  con    0  1.0D+00  1.8D-01  7.393D-03  2.517D-02
  645  726     0     0  con    0  1.0D+00  2.1D-01  1.384D-03  2.517D-02
  646  727     0     0  con    0  1.0D+00  6.2D-02  1.791D-03  2.517D-02
  647  728     0     0  con    0  1.0D+00  4.1D-02  7.160D-04  2.517D-02
  648  729     0     0  con    0  1.0D+00  3.2D-02  2.401D-03  2.517D-02
  649  731     0     0  con    1  5.1D-01  4.4D-02  1.755D-03  2.517D-02
  650  732     0     0  con    0  1.0D+00  1.8D-02  6.669D-04  2.517D-02
  651  733     0     0  con    0  1.0D+00  5.3D-02  1.055D-03  2.517D-02
  652  734     0     0  con    0  1.0D+00  1.7D-02  9.660D-04  2.517D-02
  653  735     0     0  con    0  1.0D+00  4.7D-02  9.760D-04  2.517D-02
  654  736     0     0  con    0  1.0D+00  4.3D-02  1.319D-03  2.517D-02
  655  737     0     0  con    0  1.0D+00  4.0D-02  1.518D-03  2.517D-02
  656  738     0     0  con    0  1.0D+00  2.2D-02  3.035D-03  2.517D-02
  657  739     0     0  con    0  1.0D+00  4.3D-02  1.787D-03  2.517D-02
  658  740     0     0  con    0  1.0D+00  9.2D-03  1.259D-03  2.517D-02
  659  741     0     0  con    0  1.0D+00  4.7D-02  8.418D-04  2.517D-02
  660  742     0     0  con    0  1.0D+00  3.0D-02  4.729D-03  2.517D-02
  661  743     0     0  con    0  1.0D+00  1.1D-02  1.882D-03  2.517D-02
  662  744     0     0  con    0  1.0D+00  2.8D-02  9.750D-04  2.517D-02
  663  745     0     0  con    0  1.0D+00  4.3D-02  1.485D-03  2.517D-02
  664  746     0     0  con    0  1.0D+00  1.1D-01  2.281D-03  2.517D-02
  665  747     0     0  con    0  1.0D+00  2.2D-01  2.806D-03  2.517D-02
  666  749     0     0  con    1  5.1D-01  2.8D-01  5.054D-03  2.517D-02
  667  750     0     0  con    0  1.0D+00  2.5D-01  2.122D-03  2.517D-02
  668  751     0     0  con    0  1.0D+00  3.4D-02  1.207D-03  2.517D-02
  669  752     0     0  con    0  1.0D+00  8.1D-02  5.264D-03  2.517D-02
  670  753     0     0  con    0  1.0D+00  1.2D-02  3.570D-03  2.517D-02
  671  754     0     0  con    0  1.0D+00  1.0D-01  1.704D-03  2.516D-02
  672  755     0     0  con    0  1.0D+00  1.4D-01  1.615D-03  2.516D-02
  673  756     0     0  con    0  1.0D+00  3.1D-01  6.115D-03  2.516D-02
  674  757     0     0  con    0  1.0D+00  2.5D-02  2.675D-03  2.516D-02
  675  758     0     0  con    0  1.0D+00  2.4D-02  1.044D-03  2.516D-02
  676  759     0     0  con    0  1.0D+00  8.8D-02  3.714D-03  2.516D-02
  677  760     0     0  con    0  1.0D+00  1.1D-01  3.800D-03  2.516D-02
  678  761     0     0  con    0  1.0D+00  2.4D-01  4.401D-03  2.516D-02
  679  762     0     0  con    0  1.0D+00  6.0D-02  7.747D-04  2.516D-02
  680  763     0     0  con    0  1.0D+00  3.8D-02  9.023D-04  2.516D-02
  681  764     0     0  con    0  1.0D+00  1.1D-01  2.691D-03  2.516D-02
  682  766     0     0  con    1  5.2D-01  2.5D-02  1.402D-03  2.516D-02
  683  767     0     0  con    0  1.0D+00  3.3D-03  9.987D-04  2.516D-02
  684  768     0     0  con    0  1.0D+00  5.8D-03  6.733D-04  2.516D-02
  685  769     0     0  con    0  1.0D+00  4.3D-02  7.332D-04  2.516D-02
  686  771     0     0  con    1  4.8D-01  4.2D-02  4.272D-03  2.516D-02
  687  772     0     0  con    0  1.0D+00  2.1D-01  2.952D-03  2.516D-02
  688  773     0     0  con    0  1.0D+00  1.4D-01  2.380D-03  2.516D-02
  689  774     0     0  con    0  1.0D+00  3.2D-01  3.766D-03  2.516D-02
  690  775     0     0  con    0  1.0D+00  8.3D-02  1.528D-03  2.516D-02
  691  776     0     0  con    0  1.0D+00  7.0D-03  1.273D-03  2.516D-02
  692  777     0     0  con    0  1.0D+00  9.2D-02  1.173D-03  2.516D-02
  693  780     0     0  con    2  2.9D-01  1.3D-01  5.391D-03  2.516D-02
  694  781     0     0  con    0  1.0D+00  1.3D-01  2.594D-03  2.516D-02
  695  782     0     0  con    0  1.0D+00  1.3D-01  1.383D-03  2.516D-02
  696  783     0     0  con    0  1.0D+00  1.4D-01  1.015D-03  2.516D-02
  697  784     0     0  con    0  1.0D+00  1.7D-01  2.743D-03  2.516D-02
  698  785     0     0  con    0  1.0D+00  2.9D-01  9.796D-04  2.516D-02
  699  786     0     0  con    0  1.0D+00  2.6D-01  5.514D-03  2.516D-02
  700  787     0     0  con    0  1.0D+00  1.5D-01  2.495D-03  2.516D-02
  701  788     0     0  con    0  1.0D+00  7.4D-03  2.120D-03  2.516D-02
  702  789     0     0  con    0  1.0D+00  2.0D-02  3.436D-03  2.516D-02
  703  790     0     0  con    0  1.0D+00  1.0D-01  4.752D-03  2.516D-02
  704  791     0     0  con    0  1.0D+00  6.3D-01  7.743D-03  2.516D-02
  705  793     0     0  con    1  5.4D-01  1.4D-01  7.713D-03  2.516D-02
  706  794     0     0  con    0  1.0D+00  1.6D-01  3.002D-03  2.516D-02
  707  795     0     0  con    0  1.0D+00  1.0D-02  9.441D-04  2.515D-02
  708  796     0     0  con    0  1.0D+00  1.1D-01  1.008D-03  2.515D-02
  709  798     0     0  con    1  5.1D-01  8.3D-02  3.122D-03  2.515D-02
  710  799     0     0  con    0  1.0D+00  1.0D-01  1.970D-03  2.515D-02
  711  800     0     0  con    0  1.0D+00  9.4D-02  9.008D-04  2.515D-02
  712  801     0     0  con    0  1.0D+00  1.4D-01  3.936D-03  2.515D-02
  713  803     0     0  con    1  5.1D-01  5.4D-02  3.501D-03  2.515D-02
  714  804     0     0  con    0  1.0D+00  3.6D-02  2.083D-03  2.515D-02
  715  805     0     0  con    0  1.0D+00  8.9D-02  6.884D-04  2.515D-02
  716  806     0     0  con    0  1.0D+00  4.1D-02  1.036D-03  2.515D-02
  717  807     0     0  con    0  1.0D+00  1.8D-01  2.348D-03  2.515D-02
  718  808     0     0  con    0  1.0D+00  1.0D-01  5.085D-03  2.515D-02
  719  809     0     0  con    0  1.0D+00  5.3D-02  2.037D-03  2.515D-02
  720  810     0     0  con    0  1.0D+00  1.6D-02  7.728D-04  2.515D-02
  721  811     0     0  con    0  1.0D+00  1.4D-02  1.349D-03  2.515D-02
  722  812     0     0  con    0  1.0D+00  4.1D-02  1.525D-03  2.515D-02
  723  814     0     0  con    1  5.1D-01  1.5D-01  1.848D-03  2.515D-02
  724  815     0     0  con    0  1.0D+00  9.9D-02  1.248D-03  2.515D-02
  725  816     0     0  con    0  1.0D+00  1.5D-01  4.101D-03  2.515D-02
  726  817     0     0  con    0  1.0D+00  5.7D-02  2.080D-03  2.515D-02
  727  818     0     0  con    0  1.0D+00  6.5D-03  1.489D-03  2.515D-02
  728  819     0     0  con    0  1.0D+00  3.1D-02  1.065D-03  2.515D-02
  729  820     0     0  con    0  1.0D+00  4.9D-02  1.751D-03  2.515D-02
  730  821     0     0  con    0  1.0D+00  1.7D-01  1.750D-03  2.515D-02
  731  824     0     0  con    2  2.8D-01  9.1D-02  7.456D-03  2.515D-02
  732  825     0     0  con    0  1.0D+00  1.5D-01  3.201D-03  2.515D-02
  733  826     0     0  con    0  1.0D+00  1.3D-01  9.175D-04  2.515D-02
  734  827     0     0  con    0  1.0D+00  6.8D-02  1.358D-03  2.515D-02
  735  828     0     0  con    0  1.0D+00  1.1D-01  1.728D-03  2.515D-02
  736  829     0     0  con    0  1.0D+00  1.3D-01  2.426D-03  2.515D-02
  737  830     0     0  con    0  1.0D+00  4.1D-02  1.423D-03  2.515D-02
  738  831     0     0  con    0  1.0D+00  6.0D-02  1.659D-03  2.515D-02
  739  832     0     0  con    0  1.0D+00  3.6D-02  1.081D-03  2.515D-02
  740  833     0     0  con    0  1.0D+00  3.4D-02  1.878D-03  2.515D-02
  741  834     0     0  con    0  1.0D+00  7.0D-02  2.672D-03  2.514D-02
  742  835     0     0  con    0  1.0D+00  2.2D-01  1.440D-02  2.514D-02
  743  836     0     0  con    0  1.0D+00  1.9D-01  5.445D-03  2.514D-02
  744  837     0     0  con    0  1.0D+00  8.6D-02  2.231D-03  2.514D-02
  745  838     0     0  con    0  1.0D+00  2.1D-01  8.722D-04  2.514D-02
  746  839     0     0  con    0  1.0D+00  5.8D-02  9.520D-04  2.514D-02
  747  840     0     0  con    0  1.0D+00  1.2D-01  1.233D-03  2.514D-02
  748  841     0     0  con    0  1.0D+00  7.6D-02  2.090D-03  2.514D-02
  749  842     0     0  con    0  1.0D+00  1.5D-02  1.981D-03  2.514D-02
  750  843     0     0  con    0  1.0D+00  5.5D-02  1.915D-03  2.514D-02
  751  844     0     0  con    0  1.0D+00  1.4D-02  6.298D-03  2.514D-02
  752  845     0     0  con    0  1.0D+00  1.7D-02  4.565D-03  2.514D-02
  753  846     0     0  con    0  1.0D+00  1.3D-01  2.722D-03  2.514D-02
  754  848     0     0  con    1  5.3D-01  5.6D-02  4.767D-03  2.514D-02
  755  849     0     0  con    0  1.0D+00  4.9D-02  7.625D-04  2.514D-02
  756  850     0     0  con    0  1.0D+00  2.1D-02  1.151D-03  2.514D-02
  757  851     0     0  con    0  1.0D+00  2.4D-02  1.481D-03  2.514D-02
  758  852     0     0  con    0  1.0D+00  4.9D-03  1.558D-03  2.514D-02
  759  855     0     0  con    2  2.7D-01  1.3D-02  1.060D-03  2.514D-02
  760  856     0     0  con    0  1.0D+00  4.7D-02  1.413D-03  2.514D-02
  761  857     0     0  con    0  1.0D+00  5.8D-02  1.403D-03  2.514D-02
  762  858     0     0  con    0  1.0D+00  1.5D-01  1.367D-03  2.514D-02
  763  859     0     0  con    0  1.0D+00  6.5D-02  3.976D-03  2.514D-02
  764  860     0     0  con    0  1.0D+00  4.0D-02  1.731D-03  2.514D-02
  765  861     0     0  con    0  1.0D+00  1.1D-01  1.915D-03  2.514D-02
  766  862     0     0  con    0  1.0D+00  1.0D-01  1.221D-03  2.514D-02
  767  863     0     0  con    0  1.0D+00  9.3D-02  1.123D-03  2.514D-02
  768  864     0     0  con    0  1.0D+00  4.3D-02  3.943D-03  2.514D-02
  769  865     0     0  con    0  1.0D+00  5.2D-03  3.343D-03  2.514D-02
  770  866     0     0  con    0  1.0D+00  9.9D-03  2.131D-03  2.514D-02
  771  867     0     0  con    0  1.0D+00  1.5D-02  2.129D-03  2.514D-02
  772  868     0     0  con    0  1.0D+00  1.3D-02  3.436D-03  2.514D-02
  773  869     0     0  con    0  1.0D+00  6.2D-02  5.230D-03  2.513D-02
  774  871     0     0  con    1  5.1D-01  1.0D-01  3.001D-03  2.513D-02
  775  872     0     0  con    0  1.0D+00  1.1D-01  3.361D-03  2.513D-02
  776  873     0     0  con    0  1.0D+00  2.2D-01  2.951D-03  2.513D-02
  777  874     0     0  con    0  1.0D+00  4.1D-01  4.450D-03  2.513D-02
  778  876     0     0  con    1  4.6D-01  2.1D-01  1.858D-03  2.513D-02
  779  877     0     0  con    0  1.0D+00  3.5D-01  3.351D-03  2.513D-02
  780  878     0     0  con    0  1.0D+00  3.5D-02  1.435D-02  2.513D-02
  781  879     0     0  con    0  1.0D+00  2.1D-02  5.806D-03  2.513D-02
  782  880     0     0  con    0  1.0D+00  5.7D-02  1.596D-03  2.513D-02
  783  881     0     0  con    0  1.0D+00  4.1D-02  2.557D-03  2.513D-02
  784  882     0     0  con    0  1.0D+00  3.3D-02  2.483D-03  2.513D-02
  785  883     0     0  con    0  1.0D+00  8.1D-02  2.897D-03  2.513D-02
  786  885     0     0  con    1  5.2D-01  2.5D-02  4.222D-03  2.513D-02
  787  886     0     0  con    0  1.0D+00  3.6D-02  1.884D-03  2.513D-02
  788  887     0     0  con    0  1.0D+00  9.0D-02  3.434D-03  2.513D-02
  789  888     0     0  con    0  1.0D+00  1.2D-01  4.755D-03  2.513D-02
  790  889     0     0  con    0  1.0D+00  3.3D-01  7.451D-03  2.513D-02
  791  891     0     0  con    1  5.2D-01  1.8D-01  1.012D-02  2.513D-02
  792  892     0     0  con    0  1.0D+00  3.0D-01  5.297D-03  2.512D-02
  793  893     0     0  con    0  1.0D+00  1.9D-02  1.883D-03  2.512D-02
  794  894     0     0  con    0  1.0D+00  5.5D-02  5.637D-03  2.512D-02
  795  896     0     0  con    1  5.1D-01  2.9D-02  1.944D-03  2.512D-02
  796  897     0     0  con    0  1.0D+00  7.7D-02  2.123D-03  2.512D-02
  797  898     0     0  con    0  1.0D+00  1.6D-02  2.169D-03  2.512D-02
  798  899     0     0  con    0  1.0D+00  4.7D-02  3.312D-03  2.512D-02
  799  900     0     0  con    0  1.0D+00  9.6D-02  4.637D-03  2.512D-02
  800  901     0     0  con    0  1.0D+00  9.7D-03  2.806D-03  2.512D-02
  801  902     0     0  con    0  1.0D+00  3.6D-02  2.108D-03  2.512D-02
  802  903     0     0  con    0  1.0D+00  6.3D-02  2.949D-03  2.512D-02
  803  904     0     0  con    0  1.0D+00  7.9D-02  4.963D-03  2.512D-02
  804  905     0     0  con    0  1.0D+00  2.7D-02  2.619D-03  2.512D-02
  805  907     0     0  con    1  5.2D-01  7.1D-02  7.246D-03  2.512D-02
  806  908     0     0  con    0  1.0D+00  4.7D-02  1.667D-03  2.512D-02
  807  909     0     0  con    0  1.0D+00  3.7D-02  3.130D-03  2.512D-02
  808  910     0     0  con    0  1.0D+00  2.9D-02  3.174D-03  2.512D-02
  809  911     0     0  con    0  1.0D+00  2.8D-02  4.747D-03  2.512D-02
  810  912     0     0  con    0  1.0D+00  8.6D-03  2.327D-03  2.512D-02
  811  913     0     0  con    0  1.0D+00  6.7D-02  2.493D-03  2.512D-02
  812  914     0     0  con    0  1.0D+00  2.8D-01  3.336D-03  2.512D-02
  813  915     0     0  con    0  1.0D+00  2.3D-01  4.920D-03  2.512D-02
  814  916     0     0  con    0  1.0D+00  5.6D-01  6.724D-03  2.512D-02
  815  917     0     0  con    0  1.0D+00  1.6D-01  5.395D-03  2.511D-02
  816  918     0     0  con    0  1.0D+00  8.7D-02  2.201D-03  2.511D-02
  817  919     0     0  con    0  1.0D+00  6.7D-02  7.555D-03  2.511D-02
  818  920     0     0  con    0  1.0D+00  3.1D-02  2.834D-03  2.511D-02
  819  921     0     0  con    0  1.0D+00  1.9D-02  2.479D-03  2.511D-02
  820  922     0     0  con    0  1.0D+00  4.3D-02  1.862D-03  2.511D-02
  821  923     0     0  con    0  1.0D+00  7.6D-02  4.780D-03  2.511D-02
  822  924     0     0  con    0  1.0D+00  1.1D-01  1.203D-03  2.511D-02
  823  925     0     0  con    0  1.0D+00  2.3D-02  1.851D-03  2.511D-02
  824  926     0     0  con    0  1.0D+00  1.4D-01  2.768D-03  2.511D-02
  825  927     0     0  con    0  1.0D+00  1.6D-01  3.083D-03  2.511D-02
  826  928     0     0  con    0  1.0D+00  2.8D-01  3.053D-03  2.511D-02
  827  929     0     0  con    0  1.0D+00  6.6D-02  2.630D-03  2.511D-02
  828  930     0     0  con    0  1.0D+00  2.6D-02  1.910D-03  2.511D-02
  829  931     0     0  con    0  1.0D+00  7.3D-02  3.380D-03  2.511D-02
  830  933     0     0  con    1  4.8D-01  9.5D-02  5.314D-03  2.511D-02
  831  934     0     0  con    0  1.0D+00  2.4D-01  3.322D-03  2.511D-02
  832  935     0     0  con    0  1.0D+00  3.1D-01  5.442D-03  2.511D-02
  833  937     0     0  con    1  4.8D-01  1.1D-01  8.474D-03  2.511D-02
  834  938     0     0  con    0  1.0D+00  1.7D-01  2.352D-03  2.511D-02
  835  939     0     0  con    0  1.0D+00  1.1D-01  7.379D-04  2.511D-02
  836  940     0     0  con    0  1.0D+00  5.8D-03  5.017D-03  2.511D-02
  837  941     0     0  con    0  1.0D+00  2.3D-02  5.496D-03  2.511D-02
  838  942     0     0  con    0  1.0D+00  7.9D-02  8.444D-03  2.511D-02
  839  943     0     0  con    0  1.0D+00  3.1D-02  2.674D-03  2.511D-02
  840  944     0     0  con    0  1.0D+00  1.7D-02  2.900D-03  2.511D-02
  841  945     0     0  con    0  1.0D+00  1.7D-02  5.780D-03  2.511D-02
  842  946     0     0  con    0  1.0D+00  4.2D-02  5.689D-03  2.511D-02
  843  947     0     0  con    0  1.0D+00  4.4D-02  2.446D-03  2.511D-02
  844  948     0     0  con    0  1.0D+00  2.1D-01  1.118D-02  2.510D-02
  845  949     0     0  con    0  1.0D+00  1.2D-01  4.133D-03  2.510D-02
  846  950     0     0  con    0  1.0D+00  2.5D-03  2.094D-03  2.510D-02
  847  951     0     0  con    0  1.0D+00  2.8D-02  1.038D-03  2.510D-02
  848  952     0     0  con    0  1.0D+00  3.2D-02  3.231D-03  2.510D-02
  849  953     0     0  con    0  1.0D+00  7.6D-02  7.935D-03  2.510D-02
  850  954     0     0  con    0  1.0D+00  4.3D-02  1.126D-02  2.510D-02
  851  955     0     0  con    0  1.0D+00  1.3D-01  1.106D-02  2.510D-02
  852  956     0     0  con    0  1.0D+00  1.5D-01  3.434D-03  2.510D-02
  853  957     0     0  con    0  1.0D+00  3.1D-02  1.806D-03  2.510D-02
  854  958     0     0  con    0  1.0D+00  2.6D-01  1.063D-02  2.510D-02
  855  959     0     0  con    0  1.0D+00  8.9D-03  5.648D-03  2.510D-02
  856  960     0     0  con    0  1.0D+00  4.1D-02  4.891D-03  2.510D-02
  857  961     0     0  con    0  1.0D+00  3.9D-01  1.532D-02  2.510D-02
  858  962     0     0  con    0  1.0D+00  5.2D-02  3.713D-03  2.510D-02
  859  963     0     0  con    0  1.0D+00  8.8D-02  3.138D-03  2.510D-02
  860  964     0     0  con    0  1.0D+00  8.7D-02  4.298D-03  2.510D-02
  861  965     0     0  con    0  1.0D+00  8.6D-02  3.604D-03  2.510D-02
  862  966     0     0  con    0  1.0D+00  1.8D-01  1.199D-03  2.510D-02
  863  967     0     0  con    0  1.0D+00  2.3D-01  2.407D-03  2.510D-02
  864  968     0     0  con    0  1.0D+00  3.0D-02  1.333D-03  2.510D-02
  865  969     0     0  con    0  1.0D+00  1.7D-02  8.606D-04  2.510D-02
  866  970     0     0  con    0  1.0D+00  1.9D-02  1.462D-03  2.510D-02
  867  971     0     0  con    0  1.0D+00  7.6D-02  1.046D-03  2.510D-02
  868  972     0     0  con    0  1.0D+00  4.9D-02  1.823D-03  2.510D-02
  869  973     0     0  con    0  1.0D+00  1.6D-01  6.111D-03  2.510D-02
  870  974     0     0  con    0  1.0D+00  9.5D-02  3.007D-03  2.510D-02
  871  975     0     0  con    0  1.0D+00  1.2D-02  1.811D-03  2.510D-02
  872  976     0     0  con    0  1.0D+00  7.1D-03  1.311D-03  2.510D-02
  873  977     0     0  con    0  1.0D+00  1.3D-02  1.509D-03  2.510D-02
  874  978     0     0  con    0  1.0D+00  3.7D-02  1.979D-03  2.510D-02
  875  979     0     0  con    0  1.0D+00  2.1D-01  2.732D-03  2.510D-02
  876  980     0     0  con    0  1.0D+00  1.7D-01  2.334D-03  2.509D-02
  877  981     0     0  con    0  1.0D+00  2.5D-02  1.875D-03  2.509D-02
  878  982     0     0  con    0  1.0D+00  1.2D-01  3.900D-03  2.509D-02
  879  983     0     0  con    0  1.0D+00  6.5D-02  2.061D-03  2.509D-02
  880  984     0     0  con    0  1.0D+00  1.3D-01  1.922D-03  2.509D-02
  881  987     0     0  con    2  2.7D-01  9.4D-02  7.730D-03  2.509D-02
  882  988     0     0  con    0  1.0D+00  1.4D-01  2.352D-03  2.509D-02
  883  989     0     0  con    0  1.0D+00  2.6D-02  3.152D-03  2.509D-02
  884  990     0     0  con    0  1.0D+00  3.7D-03  2.750D-03  2.509D-02
  885  991     0     0  con    0  1.0D+00  7.4D-02  3.534D-03  2.509D-02
  886  992     0     0  con    0  1.0D+00  2.2D-01  4.902D-03  2.509D-02
  887  993     0     0  con    0  1.0D+00  5.1D-02  1.728D-03  2.509D-02
  888  994     0     0  con    0  1.0D+00  1.2D-01  1.625D-03  2.509D-02
  889  995     0     0  con    0  1.0D+00  2.0D-01  2.317D-03  2.509D-02
  890  996     0     0  con    0  1.0D+00  2.6D-01  2.052D-03  2.509D-02
  891  998     0     0  con    1  5.2D-01  1.7D-01  4.551D-03  2.509D-02
  892  999     0     0  con    0  1.0D+00  1.6D-01  3.588D-03  2.509D-02
  893 1000     0     0  con    0  1.0D+00  3.2D-02  7.679D-03  2.509D-02
  894 1001     0     0  con    0  1.0D+00  3.0D-02  2.823D-03  2.509D-02
  895 1002     0     0  con    0  1.0D+00  5.9D-03  2.877D-03  2.509D-02
  896 1003     0     0  con    0  1.0D+00  4.6D-02  3.126D-03  2.509D-02
  897 1004     0     0  con    0  1.0D+00  9.9D-02  3.397D-03  2.509D-02
  898 1005     0     0  con    0  1.0D+00  2.1D-01  4.184D-03  2.509D-02
  899 1006     0     0  con    0  1.0D+00  9.3D-02  4.850D-03  2.509D-02
  900 1007     0     0  con    0  1.0D+00  7.4D-02  3.113D-03  2.509D-02
  901 1008     0     0  con    0  1.0D+00  1.7D-01  2.853D-03  2.509D-02
  902 1010     0     0  con    1  4.7D-01  1.8D-01  5.347D-03  2.509D-02
  903 1011     0     0  con    0  1.0D+00  1.7D-01  4.996D-03  2.509D-02
  904 1012     0     0  con    0  1.0D+00  1.4D-01  4.016D-03  2.509D-02
  905 1014     0     0  con    1  5.0D-01  4.4D-02  5.985D-03  2.509D-02
  906 1015     0     0  con    0  1.0D+00  2.7D-02  3.206D-03  2.509D-02
  907 1016     0     0  con    0  1.0D+00  1.9D-02  2.534D-03  2.509D-02
  908 1017     0     0  con    0  1.0D+00  8.0D-02  3.572D-03  2.509D-02
  909 1018     0     0  con    0  1.0D+00  1.8D-01  4.371D-03  2.508D-02
  910 1020     0     0  con    1  4.9D-01  9.7D-02  1.218D-02  2.508D-02
  911 1021     0     0  con    0  1.0D+00  1.5D-01  6.625D-03  2.508D-02
  912 1022     0     0  con    0  1.0D+00  1.5D-02  3.185D-03  2.508D-02
  913 1023     0     0  con    0  1.0D+00  4.7D-02  2.684D-03  2.508D-02
  914 1024     0     0  con    0  1.0D+00  3.9D-02  2.668D-03  2.508D-02
  915 1025     0     0  con    0  1.0D+00  7.5D-02  2.856D-03  2.508D-02
  916 1026     0     0  con    0  1.0D+00  4.8D-02  6.366D-03  2.508D-02
  917 1027     0     0  con    0  1.0D+00  1.1D-02  5.067D-03  2.508D-02
  918 1028     0     0  con    0  1.0D+00  3.0D-02  3.623D-03  2.508D-02
  919 1029     0     0  con    0  1.0D+00  3.5D-02  2.439D-03  2.508D-02
  920 1030     0     0  con    0  1.0D+00  3.6D-02  2.325D-03  2.508D-02
  921 1031     0     0  con    0  1.0D+00  4.6D-02  8.761D-03  2.508D-02
  922 1032     0     0  con    0  1.0D+00  5.8D-02  3.871D-03  2.508D-02
  923 1033     0     0  con    0  1.0D+00  3.3D-02  5.842D-03  2.508D-02
  924 1034     0     0  con    0  1.0D+00  2.0D-02  3.779D-03  2.508D-02
  925 1035     0     0  con    0  1.0D+00  2.5D-02  2.908D-03  2.508D-02
  926 1036     0     0  con    0  1.0D+00  1.0D-01  1.349D-02  2.508D-02
  927 1037     0     0  con    0  1.0D+00  6.4D-02  7.442D-03  2.508D-02
  928 1038     0     0  con    0  1.0D+00  1.6D-01  2.564D-03  2.508D-02
  929 1039     0     0  con    0  1.0D+00  2.2D-01  2.292D-03  2.508D-02
  930 1040     0     0  con    0  1.0D+00  2.3D-01  6.250D-03  2.508D-02
  931 1042     0     0  con    1  5.3D-01  2.7D-01  1.606D-02  2.508D-02
  932 1043     0     0  con    0  1.0D+00  9.5D-03  2.514D-03  2.508D-02
  933 1044     0     0  con    0  1.0D+00  1.4D-02  2.283D-03  2.507D-02
  934 1045     0     0  con    0  1.0D+00  2.9D-03  1.982D-03  2.507D-02
  935 1046     0     0  con    0  1.0D+00  9.1D-03  2.970D-03  2.507D-02
  936 1047     0     0  con    0  1.0D+00  1.6D-01  5.440D-03  2.507D-02
  937 1048     0     0  con    0  1.0D+00  4.5D-02  3.159D-03  2.507D-02
  938 1049     0     0  con    0  1.0D+00  7.2D-02  2.925D-03  2.507D-02
  939 1050     0     0  con    0  1.0D+00  1.3D-01  4.581D-03  2.507D-02
  940 1052     0     0  con    1  5.3D-01  4.0D-02  4.080D-03  2.507D-02
  941 1053     0     0  con    0  1.0D+00  1.2D-01  4.987D-03  2.507D-02
  942 1054     0     0  con    0  1.0D+00  1.2D-01  4.811D-03  2.507D-02
  943 1055     0     0  con    0  1.0D+00  9.1D-02  1.453D-02  2.507D-02
  944 1056     0     0  con    0  1.0D+00  1.3D-02  3.376D-03  2.507D-02
  945 1057     0     0  con    0  1.0D+00  5.6D-02  3.850D-03  2.507D-02
  946 1058     0     0  con    0  1.0D+00  4.7D-02  3.412D-03  2.507D-02
  947 1059     0     0  con    0  1.0D+00  6.5D-02  3.339D-03  2.507D-02
  948 1061     0     0  con    1  5.0D-01  2.3D-02  2.206D-03  2.507D-02
  949 1062     0     0  con    0  1.0D+00  4.3D-02  2.556D-03  2.507D-02
  950 1063     0     0  con    0  1.0D+00  9.4D-02  3.029D-03  2.507D-02
  951 1064     0     0  con    0  1.0D+00  6.1D-02  2.571D-03  2.507D-02
  952 1065     0     0  con    0  1.0D+00  8.9D-02  1.993D-03  2.507D-02
  953 1066     0     0  con    0  1.0D+00  1.9D-01  3.789D-03  2.507D-02
  954 1067     0     0  con    0  1.0D+00  1.8D-01  4.407D-03  2.507D-02
  955 1068     0     0  con    0  1.0D+00  2.7D-02  1.974D-02  2.507D-02
  956 1069     0     0  con    0  1.0D+00  5.1D-02  7.892D-03  2.507D-02
  957 1070     0     0  con    0  1.0D+00  4.4D-03  5.267D-03  2.507D-02
  958 1071     0     0  con    0  1.0D+00  1.5D-02  2.725D-03  2.507D-02
  959 1072     0     0  con    0  1.0D+00  5.1D-02  3.959D-03  2.507D-02
  960 1073     0     0  con    0  1.0D+00  1.3D-01  3.737D-03  2.507D-02
  961 1075     0     0  con    1  5.3D-01  8.5D-02  5.082D-03  2.507D-02
  962 1076     0     0  con    0  1.0D+00  5.1D-02  1.723D-03  2.507D-02
  963 1077     0     0  con    0  1.0D+00  4.7D-02  3.020D-03  2.507D-02
  964 1078     0     0  con    0  1.0D+00  4.4D-02  4.329D-03  2.507D-02
  965 1079     0     0  con    0  1.0D+00  6.1D-02  3.485D-03  2.507D-02
  966 1081     0     0  con    1  5.3D-01  2.1D-02  6.900D-03  2.507D-02
  967 1082     0     0  con    0  1.0D+00  3.5D-03  7.823D-03  2.507D-02
  968 1083     0     0  con    0  1.0D+00  1.1D-02  1.667D-03  2.507D-02
  969 1084     0     0  con    0  1.0D+00  4.6D-03  1.718D-03  2.507D-02
  970 1085     0     0  con    0  1.0D+00  1.0D-02  2.849D-03  2.507D-02
  971 1086     0     0  con    0  1.0D+00  7.3D-03  3.942D-03  2.507D-02
  972 1087     0     0  con    0  1.0D+00  1.6D-02  4.656D-03  2.507D-02
  973 1088     0     0  con    0  1.0D+00  4.7D-02  5.028D-03  2.507D-02
  974 1089     0     0  con    0  1.0D+00  1.1D-01  2.578D-03  2.507D-02
  975 1090     0     0  con    0  1.0D+00  2.8D-02  1.404D-03  2.507D-02
  976 1091     0     0  con    0  1.0D+00  4.2D-02  2.277D-03  2.507D-02
